stem,folders
_D5D7086,2018.4;2024.3
_D5D7088,2021.1;2022
_D5D7122,2018.4;2021.5;2024.4
_D5D7128,2018.5;2021.1
_D5D7131,2021.1;2022
_D5D7136,2021.1;2022
_D5D7137,2018.3;2018.5
_D5D7140,2018.4;2021.1
_D5D7147,2021.2;2024.3
_D5D7154,2021.2;2022;2024.3
_D5D7155,2021.2;2024.5
_D5D7178,2018.4;2021.4
_D5D7184,2021.2;2021.4
_D5D7185,2021.2;2024.5
_D5D7189,2018.3;2021.5
_D5D7207,2021.5;2024.4
_D5D7208,2021.2;2021.5
_D5D7213,2021.2;2024.3
_D5D7228,2021.2;2024.4
_D5D7235,2018.5;2021.5
_D5D7237,2021.5;2024.3
_D5D7238,2021.6;2024.2
_D5D7256,2018.5;2024.4
_D5D7259,2021.2;2024.3
_D5D7269,2018.5;2021.2;2022
_D5D7272,2021.2;2021.5
_D5D7273,2018.5;2021.6
_D5D7278,2018.5;2024.3
_D5D7286,2021.2;2024.5
_D5D7287,2018.4;2021.6;2024.5
_D5D7296,2021.2;2024.5
_D5D7304,2021.4;2022
_D5D7305,2018.4;2022
_D5D7306,2022;2024.4
_D5D7313,2021.5;2021.6
_D5D7315,2024.3;2024.4
_D5D7317,2018.6;2018.7
_D5D7321,2018.6;2018.7;2024.3
_D5D7322,2021.6;2024.3
_D5D7330,2021.2;2021.6
_D5D7339,2021.2;2024.4;2024.5
_D5D7340,2021.2;2022
_D5D7341,2022;2024.5
_D5D7352,2021.2;2022
_D5D7354,2021.2;2021.5
_D5D7362,2021.2;2024.5
_D5D7364,2021.6;2024.5
_D5D7373,2021.5;2024.4
_D5D7385,2021.4;2021.5
_D5D7392,2018.6;2018.7;2021.6
_D5D7396,2018.6;2018.7;2021.5;2022
_D5D7397,2021.2;2021.6
_D5D7400,2021.2;2024.2
_D5D7401,2018.6;2018.7
_D5D7403,2018.6;2018.7;2024.4
_D5D7404,2018.6;2018.7
_D5D7406,2018.6;2018.7;2021.6
_D5D7420,2018.6;2018.7;2021.2;2021.6
_D5D7424,2018.6;2018.7;2021.5
_D5D7429,2018.4;2024.5
_D5D7433,2018.3;2018.6;2018.7
_D5D7437,2018.3;2024.5
_D5D7446,2021.6;2024.5
_D5D7451,2021.4;2024.4;2024.5
_D5D7459,2018.6;2018.7
_D5D7461,2018.6;2018.7
_D5D7465,2021.2;2021.4
_D5D7466,2018.3;2021.2;2021.5;2022
_D5D7468,2018.4;2024.5
_D5D7475,2021.4;2021.5;2024.4
_D5D7482,2018.6;2018.7
_D5D7483,2021.2;2022
_D5D7485,2021.6;2022;2024.4;2024.5
_D5D7486,2021.4;2022;2024.5
_D5D7495,2021.4;2021.6
_D5D7497,2021.6;2022
_D5D7503,2021.6;2022
_D5D7506,2022;2024.5
_D5D7509,2018.4;2021.4;2021.6
_D5D7512,2018.6;2018.7
_D5D7515,2018.3;2021.4
_D5D7517,2018.6;2018.7
_D5D7521,2018.3;2021.6
_D5D7523,2021.5;2021.6
_D5D7526,2021.4;2021.6
_D5D7527,2018.6;2018.7;2021.6
_D5D7536,2018.4;2021.2
_D5D7537,2018.6;2018.7
_D5D7540,2021.5;2021.6
_D5D7544,2018.4;2021.5;2024.5
_D5D7554,2021.2;2024.5
_D5D7558,2021.6;2022;2024.5
_D5D7560,2021.2;2024.2;2024.5
_D5D7565,2018.4;2022;2024.2;2024.5
_D5D7566,2021.6;2024.4
_D5D7572,2021.5;2024.2;2024.5
_D5D7573,2018.4;2021.2
_D5D7574,2018.6;2018.7
_D5D7580,2018.3;2018.4;2024.4
_D5D7582,2021.2;2021.5
_D5D7585,2018.6;2018.7
_D5D7588,2018.6;2018.7
_D5D7589,2021.5;2024.2
_D5D7606,2021.2;2024.5
_D5D7607,2024.2;2024.5
_D5D7615,2018.6;2018.7
_D5D7636,2018.3;2018.4
_D5D7643,2021.5;2024.4
_D5D7646,2024.4;2024.5
_D5D7649,2018.3;2021.3
_D5D7654,2018.3;2024.4
_D5D7659,2021.3;2021.5
_D5D7660,2018.3;2018.4;2021.3
_D5D7663,2021.3;2021.5
_D5D7666,2021.3;2021.5
_D5D7668,2021.3;2024.5
_D5D7683,2018.3;2021.6
_D5D7688,2021.5;2024.5
_D5D7695,2018.4;2021.4;2022
_D5D7697,2021.3;2021.4
_D5D7706,2018.6;2018.7
_D5D7707,2018.3;2018.6;2018.7
_D5D7710,2018.6;2018.7
_D5D7719,2018.3;2021.3;2024.4
_D5D7727,2021.5;2024.5
_D5D7728,2018.3;2021.5
_D5D7730,2018.6;2018.7;2021.3
_D5D7769,2021.5;2021.6
_D5D7787,2021.5;2024.5
_D5D7794,2021.6;2024.4;2024.5
_D5D7802,2021.4;2021.6
_D5D7805,2021.5;2021.6
_D5D7808,2021.6;2022
_D5D7813,2018.7;2021.3;2021.4
_D5D7815,2021.4;2021.6
_D5D7829,2021.4;2024.5
_D5D7832,2021.6;2024.5
_D5D7833,2018.7;2021.6
_D5D7835,2018.7;2021.3
_D5D7846,2024.4;2024.5
_D5D7860,2022;2024.4
_D5D7862,2018.4;2021.3
_D5D7866,2021.3;2024.4
_D5D7879,2021.3;2021.6
_D5D7881,2021.4;2021.6
_D5D7882,2018.4;2021.6;2024.5
_D5D7885,2021.6;2024.4
_D5D7890,2018.7;2021.5
_D5D7895,2018.4;2024.4
_D5D7898,2018.3;2021.4
_D5D7901,2018.4;2024.4
_D5D7902,2018.4;2021.4
_D5D7904,2021.5;2024.4
_D5D7917,2018.4;2018.7
_D5D7920,2021.4;2021.5
_D5D7936,2018.7;2024.3
_D5D7939,2021.5;2024.5
_D5D7949,2018.7;2024.3
_D5D7950,2021.3;2021.6
_D5D7953,2021.3;2024.3
_D5D7956,2021.4;2024.2
_D5D7962,2024.2;2024.3
_D5D7963,2018.4;2024.2
_D5D7969,2018.4;2024.2
_D5D7970,2021.4;2021.5
_D5D7984,2021.3;2024.3
_D5D7986,2021.3;2021.6;2024.3
_D5D7988,2021.6;2024.4
_D5D7989,2021.5;2021.6
_D5D7993,2021.5;2024.3
_D5D7997,2021.3;2021.5
_D5D7999,2018.7;2021.3
_D5D8001,2021.5;2024.2
_D5D8012,2018.4;2022
_D5D8024,2021.4;2024.3
_D5D8030,2021.5;2024.4
_D5D8032,2021.5;2024.3
_D5D8033,2021.4;2021.5
_D5D8039,2018.7;2021.6
_D5D8040,2022;2024.5
_D5D8047,2018.7;2021.5
_D5D8050,2018.7;2024.2
_D5D8052,2021.4;2024.3
_D5D8063,2021.5;2024.4
_D5D8064,2021.5;2021.6
_D5D8068,2021.5;2024.5
_D5D8073,2022;2024.4
_D5D8076,2018.7;2024.2
_D5D8078,2024.2;2024.4
_D5D8082,2021.2;2024.5
_D5D8083,2021.2;2024.3
_D5D8091,2021.3;2021.4;2021.5
_D5D8093,2024.3;2024.4
_D5D8095,2021.4;2021.6;2024.2
_D5D8096,2021.4;2024.4
_D5D8100,2018.7;2021.6;2024.5
_D5D8101,2018.7;2021.6;2024.3
_D5D8105,2021.4;2021.5
_D5D8112,2018.3;2021.2
_D5D8113,2021.4;2024.3;2024.5
_D5D8126,2021.6;2024.4
_D5D8129,2021.4;2024.4
_D5D8139,2021.4;2021.6
_D5D8140,2020;2021.5
_D5D8144,2018.7;2021.3
_D5D8147,2018.7;2021.4;2021.5
_D5D8148,2020;2024.3
_D5D8149,2021.4;2024.5
_D5D8150,2018.4;2021.6
_D5D8155,2021.6;2022
_D5D8158,2021.4;2024.5
_D5D8160,2018.4;2024.3
_D5D8164,2020;2024.4
_D5D8177,2024.4;2024.5
_D5D8186,2018.7;2024.5
_D5D8188,2021.2;2021.5
_D5D8196,2021.4;2024.5
_D5D8199,2021.4;2021.6
_D5D8216,2020;2024.3
_D5D8222,2021.4;2021.5;2024.2
_D5D8238,2021.5;2022
_D5D8240,2018.4;2021.5
_D5D8256,2021.6;2024.3
_D5D8257,2022;2024.2
_D5D8266,2022;2024.3
_D5D8289,2021.6;2024.2
_D5D8292,2021.6;2024.3
_D5D8295,2020;2024.5
_D5D8298,2020;2021.5
_D5D8334,2020;2024.5
_D5D8343,2018.4;2024.3
_D5D8365,2020;2024.2
_D5D8369,2020;2021.4;2024.4
_D5D8379,2020;2024.2
_D5D8384,2020;2024.3
_D5D8389,2018.4;2024.4
_D5D8391,2018.3;2022
_D5D8394,2020;2022
_D5D8395,2021.6;2024.5
_D5D8405,2021.4;2024.2
_D5D8416,2020;2024.4
_D5D8423,2018.4;2021.2;2021.6
_D5D8424,2020;2021.6
_D5D8433,2021.5;2024.2
_D5D8442,2020;2024.2
_D5D8445,2018.4;2020
_D5D8447,2021.5;2022
_D5D8459,2020;2021.4
_D5D8460,2021.3;2024.3
_D5D8464,2020;2021.5;2024.5
_D5D8467,2021.6;2024.3
_D5D8469,2021.6;2024.4
_D5D8470,2021.6;2024.2
_D5D8475,2020;2021.3
_D5D8477,2022;2024.2
_D5D8491,2021.2;2021.4;2024.4
_D5D8495,2018.4;2021.4;2024.5
_D5D8499,2021.3;2021.4
_D5D8504,2021.4;2022
_D5D8506,2020;2021.3;2022
_D5D8507,2021.4;2024.4;2024.5
_D5D8510,2021.6;2022;2024.5
_D5D8512,2024.2;2024.3
_D5D8519,2021.4;2022;2024.3
_D5D8523,2021.4;2024.2
_D5D8526,2018.4;2024.2
_D5D8536,2021.4;2024.1
_D5D8548,2018.4;2021.2
_D5D8572,2021.6;2024.2
_D5D8580,2018.4;2021.3
_D5D8587,2021.3;2024.3
_D5D8588,2018.4;2021.3;2024.4
_D5D8591,2021.3;2024.5
_D5D8596,2018.3;2021.2;2021.3
_D5D8600,2018.4;2021.6
_D5D8601,2018.3;2024.4
_D5D8603,2018.3;2024.4;2024.5
_D5D8628,2018.4;2021.6
_D5D8640,2018.4;2024.5
_D5D8645,2021.3;2024.5
_D5D8654,2018.4;2022
_D5D8670,2021.2;2024.5
_D5D8673,2021.6;2024.2;2024.5
_D5D8675,2021.6;2024.3
_D5D8676,2024.2;2024.3
_D5D8683,2021.2;2024.3
_D5D8684,2021.2;2021.3
_D5D8688,2021.3;2021.5
_D5D8690,2024.1;2024.3;2024.5
_D5D8691,2021.6;2024.1
_D5D8692,2021.2;2021.5
_D5D8695,2022;2024.3
_D5D8704,2021.6;2024.5
_D5D8707,2021.3;2021.6;2024.5
_D5D8710,2018.3;2021.3
_D5D8715,2021.3;2022
_D5D8717,2021.5;2022
_D5D8730,2018.4;2021.3
_D5D8737,2021.3;2022
_D5D8746,2021.3;2022
_D5D8753,2018.4;2024.1
_D5D8755,2021.5;2024.4
_D5D8775,2018.4;2021.5
_D5D8794,2018.4;2021.6
_D5D8803,2021.3;2024.1
_D5D8810,2024.1;2024.2
_D5D8820,2021.6;2024.1
_D5D8823,2021.3;2024.1
_D5D8824,2018.4;2024.1
_D5D8825,2024.1;2024.2
_D5D8843,2024.1;2024.3;2024.4
_D5D8844,2021.6;2022;2024.2
_D5D8845,2021.5;2024.4
_D5D8848,2021.5;2022
_D5D8879,2021.3;2024.4
_D5D8882,2024.3;2024.5
_D5D8884,2021.3;2021.4
_D5D8905,2024.1;2024.2
_D5D8911,2021.4;2021.5;2024.1
_D5D8913,2018.4;2021.4;2024.1
_D5D8914,2021.5;2024.1
_D5D8917,2021.3;2021.5
_D5D8932,2021.4;2024.4
_D5D8936,2018.3;2024.3
_D5D8938,2021.4;2024.5
_D5D8941,2021.2;2021.3
_D5D8943,2021.2;2024.5
_D5D8954,2021.3;2021.4
_D5D8967,2021.3;2024.4
_D5D8974,2021.3;2021.4
_D5D8976,2021.3;2021.4
_D5D8993,2021.1;2021.4
_D5D9006,2021.1;2021.2;2024.1
_D5D9020,2021.3;2021.6
_D5D9026,2021.3;2022
_D5D9029,2021.3;2021.5;2021.6;2024.5
_D5D9031,2021.4;2022
_D5D9046,2021.1;2021.3
_D5D9063,2021.2;2022
_D5D9064,2021.1;2021.2
_D5D9068,2018.3;2021.2;2024.4
_D5D9084,2021.2;2021.3
_D5D9086,2021.1;2021.2
_D5D9091,2021.1;2021.6
_D5D9092,2018.3;2021.6
_D5D9096,2021.3;2024.5
_D5D9102,2021.1;2022
_D5D9112,2021.2;2024.2
_D5D9118,2021.1;2024.4
_D5D9121,2024.1;2024.4
_D5D9123,2018.4;2024.1
_D5D9139,2021.5;2021.6
_D5D9156,2021.1;2021.6;2024.3;2024.5
_D5D9160,2018.4;2024.5
_D5D9169,2021.3;2021.4
_D5D9170,2024.2;2024.5
_D5D9171,2021.1;2021.5
_D5D9182,2021.2;2021.5
_D5D9186,2021.5;2024.4
_D5D9191,2021.3;2021.4
_D5D9197,2021.1;2024.2
_D5D9198,2021.3;2021.4
_D5D9207,2021.3;2021.4;2022
_D5D9210,2021.4;2021.5
_D5D9229,2018.4;2024.1
_D5D9235,2021.1;2021.5;2022
_D5D9236,2021.1;2021.5;2024.4
_D5D9241,2021.5;2024.3
_D5D9243,2018.3;2024.2
_D5D9246,2018.3;2021.5
_D5D9247,2021.5;2024.4
_D5D9250,2018.3;2024.2;2024.5
_D5D9258,2018.3;2024.5
_D5D9260,2018.3;2018.4;2024.1
_D5D9261,2022;2024.2
_D5D9269,2021.5;2024.5
_D5D9288,2021.4;2021.6
_D5D9296,2021.6;2024.2;2024.4
_D5D9297,2021.6;2024.4
_D5D9299,2018.3;2021.1
_D5D9306,2021.6;2024.5
_D5D9307,2021.1;2021.6;2024.4
_D5D9314,2021.2;2021.3;2021.4
_D5D9316,2018.4;2021.2;2021.3;2024.4
_D5D9333,2024.1;2024.5
_D5D9335,2021.5;2021.6
_D5D9337,2021.6;2024.5
_D5D9343,2021.3;2024.5
_D5D9344,2021.4;2024.2
_D5D9350,2021.1;2021.4
_D5D9368,2018.3;2021.4
_D5D9379,2018.4;2021.3
_D5D9382,2021.3;2024.3
_D5D9386,2018.4;2022
_D5D9388,2021.3;2024.3
_D5D9389,2021.3;2021.5
_D5D9392,2021.3;2024.5
_D5D9396,2021.3;2022
_D5D9400,2021.2;2021.3
_D5D9407,2024.1;2024.3
_D5D9410,2021.3;2024.5
_D5D9424,2021.1;2021.3
_D5D9429,2021.2;2021.4
_D5D9432,2021.3;2024.1
_D5D9436,2018.3;2024.5
_D5D9450,2021.5;2024.5
_D5D9451,2021.3;2024.3
_D5D9459,2021.3;2021.4;2021.5
_D5D9460,2022;2024.3
_D5D9463,2024.1;2024.3
_D5D9472,2018.3;2024.5
_D5D9476,2021.3;2024.5
_D5D9477,2021.3;2024.5
_D5D9490,2021.4;2021.5
_D5D9492,2021.1;2021.4
_D5D9493,2021.3;2024.5
_D5D9500,2018.3;2024.3
_D5D9509,2021.5;2022
_D5D9521,2021.3;2021.4
_D5D9530,2021.1;2024.3;2024.4
_D5D9533,2018.3;2024.4
_D5D9536,2021.3;2024.5
_D5D9540,2021.3;2024.5
_D5D9546,2021.4;2021.5
_D5D9547,2018.3;2021.4;2024.1
_D5D9548,2021.4;2021.5
_D5D9549,2021.4;2021.5
_D5D9550,2021.4;2021.5
_D5D9551,2021.4;2021.5
_D5D9557,2024.2;2024.5
_D5D9559,2018.3;2021.5
_D5D9586,2024.3;2024.5
_D5D9587,2021.1;2024.5
_D5D9588,2021.1;2021.2;2024.3
_D5D9589,2018.3;2021.4
_D5D9593,2018.3;2022
_D5D9595,2021.4;2024.5
_D5D9606,2018.4;2024.3
_D5D9607,2018.3;2021.1
_D5D9616,2021.1;2021.5
_D5D9623,2018.3;2021.2;2021.5
_D5D9625,2021.1;2021.4;2024.1
_D5D9629,2021.2;2024.4
_D5D9660,2021.3;2022
_D5D9661,2021.2;2024.4
_D5D9664,2021.4;2024.5
_D5D9666,2018.4;2021.2
_D5D9684,2021.4;2024.1
_D5D9686,2021.4;2022
_D5D9692,2018.3;2021.3
_D5D9699,2018.3;2018.4;2024.3;2024.5
_D5D9700,2021.4;2024.5
_D5D9706,2021.4;2024.4
_D5D9717,2018.3;2021.4
_D5D9722,2018.4;2024.5
_D5D9724,2021.2;2022
_D5D9726,2018.4;2024.2;2024.4
_D5D9730,2021.1;2024.4
_D5D9734,2021.4;2024.2
_D5D9738,2024.4;2024.5
_D5D9745,2021.2;2021.4
_D5D9752,2018.4;2021.3
_D5D9755,2018.3;2024.1
_D5D9756,2021.3;2024.2
_D5D9761,2021.2;2024.4
_D5D9767,2024.2;2024.5
_D5D9772,2018.4;2021.3
_D5D9780,2018.3;2021.3
_D5D9784,2018.3;2021.4
_D5D9788,2021.1;2024.2
_D5D9789,2018.4;2021.4
_D5D9790,2024.2;2024.3
_D5D9792,2018.3;2024.2
_D5D9801,2021.2;2022
_D5D9810,2021.1;2022
_D5D9828,2021.2;2024.4
_D5D9837,2021.4;2022;2024.4
_D5D9848,2021.3;2024.4
_D5D9854,2021.1;2024.5
_D5D9856,2018.4;2024.5
_D5D9858,2024.1;2024.4;2024.5
_D5D9873,2022;2024.5
_D5D9889,2021.4;2024.2
_D5D9907,2021.1;2021.2;2024.4
_D5D9909,2021.3;2024.4
_D5D9920,2021.1;2021.3;2024.4
_D5D9931,2021.3;2022
_D5D9939,2018.1;2024.1
_D5D9982,2018.3;2021.2
_D5D9983,2024.1;2024.4
_D5D9984,2022;2024.1
_D5D9989,2021.2;2022;2024.2
_D5D9993,2018.1;2021.2
_D5S0388,2018.1;2018.2
_D5S1193,2018.1;2018.2
_D5S2003,2018.1;2018.2
_D5S2371,2018.1;2018.2
_D5S2468,2018.1;2018.2
_D5S2480,2018.1;2018.2
_D5S2509,2018.1;2018.2
_D5S2575,2018.1;2018.2
_D5S3121,2018.1;2018.2
_D5S3505,2018.1;2018.2
_D5S5113,2018.1;2018.2
_D5S5450,2018.1;2018.2
_D5S5821,2018.1;2018.2
_D5S6640,2018.1;2018.2
_D5S7029,2018.1;2018.2
_D5S7160,2018.1;2018.2
_D5S7369,2018.1;2018.2
_D5S7445,2018.1;2018.2
_D5S7676,2018.1;2018.2
_D5S9239,2018.1;2018.2
_D5S9864,2018.1;2018.2
_D5V0357,2018.6;2018.7
_D5V0381,2018.6;2018.7
_D5V0384,2018.6;2018.7
_D5V0387,2018.6;2018.7
_D5V0392,2018.6;2018.7
_D5V0393,2018.6;2018.7
_D5V0397,2018.6;2018.7
_D5V0404,2018.6;2018.7
_D5V0407,2018.6;2018.7
_D5V0408,2018.6;2018.7
_D5V0431,2018.6;2018.7
_D5V0434,2018.6;2018.7
_D5V0436,2018.6;2018.7
_D5V0438,2018.6;2018.7
_D5V0443,2018.6;2018.7
_D5V0445,2018.6;2018.7
_D5V0451,2018.6;2018.7
_D5V0456,2018.6;2018.7
_D5V0461,2018.6;2018.7
_D5V0463,2018.6;2018.7
_D5V0469,2018.6;2018.7
_D5V0475,2018.6;2018.7
_D5V0479,2018.6;2018.7
_D5V0481,2018.6;2018.7
_D5V0487,2018.6;2018.7
_D5V0493,2018.6;2018.7
_D5V0495,2018.6;2018.7
_D5V0498,2018.6;2018.7
_D5V0501,2018.6;2018.7
_D5V3035,2018.2;2018.3
_D5V5613,2018.3;2024.2
_D5V5618,2018.3;2024.2
_D5V5640,2018.3;2024.2
_D5V5649,2018.3;2024.2
_D5V5704,2018.3;2024.2
_D5V6938,2018.4;2018.5
_D5V6940,2018.4;2018.5
_D5V6946,2018.4;2018.5
_D5V6953,2018.4;2018.5
_D5V6966,2018.4;2018.5
_D5V6973,2018.4;2018.5
_D5V6980,2018.4;2018.5
_D5V6981,2018.4;2018.5
_D5V6984,2018.4;2018.5
_D8S0001,2018.3;2024.5
_D8S0009,2018.6;2018.7
_D8S0011,2018.3;2018.6;2018.7
_D8S0014,2018.3;2024.5
_D8S0027,2018.6;2018.7
_D8S0054,2018.6;2018.7
_D8S0061,2018.6;2018.7
_D8S0065,2018.6;2018.7
_D8S0090,2018.6;2018.7
_D8S0096,2018.3;2021.6
_D8S0099,2020;2024.5
_D8S0115,2020;2021.6
_D8S0122,2018.3;2024.5
_D8S0126,2018.6;2018.7;2024.5
_D8S0128,2018.6;2018.7
_D8S0133,2018.6;2018.7;2020
_D8S0147,2018.6;2018.7;2024.5
_D8S0174,2018.6;2018.7
_D8S0176,2018.6;2018.7;2021.6
_D8S0200,2018.6;2018.7;2020
_D8S0208,2018.6;2018.7
_D8S0212,2018.3;2020;2024.5
_D8S0230,2018.6;2018.7
_D8S0231,2018.6;2018.7
_D8S0263,2018.6;2018.7
_D8S0277,2018.6;2018.7
_D8S0287,2018.6;2018.7
_D8S0302,2018.6;2018.7
_D8S0303,2018.6;2018.7
_D8S0317,2018.6;2018.7
_D8S0361,2018.6;2018.7
_D8S0378,2018.6;2018.7
_D8S0388,2018.6;2018.7
_D8S0404,2018.6;2018.7
_D8S0412,2018.6;2018.7
_D8S0420,2018.6;2018.7
_D8S0426,2018.3;2018.6;2018.7
_D8S0428,2018.6;2018.7
_D8S0435,2018.6;2018.7
_D8S0436,2018.6;2018.7
_D8S0439,2018.6;2018.7
_D8S0441,2018.6;2018.7
_D8S0445,2018.6;2018.7
_D8S0449,2018.3;2018.6;2018.7
_D8S0455,2018.6;2018.7
_D8S0467,2018.6;2018.7
_D8S0470,2018.6;2018.7
_D8S0474,2018.6;2018.7
_D8S0478,2018.3;2018.6;2018.7
_D8S0499,2018.6;2018.7
_D8S0508,2018.6;2018.7
_D8S0511,2018.6;2018.7
_D8S0514,2018.6;2018.7
_D8S0517,2018.6;2018.7
_D8S0522,2018.6;2018.7
_D8S0546,2018.6;2018.7;2020
_D8S0554,2018.6;2018.7
_D8S0556,2018.6;2018.7
_D8S0558,2018.6;2018.7
_D8S0566,2018.6;2018.7
_D8S0568,2018.6;2018.7
_D8S0580,2018.6;2018.7
_D8S0600,2018.6;2018.7
_D8S0607,2018.3;2020
_D8S0620,2020;2021.6
_D8S0622,2018.6;2018.7
_D8S0627,2018.6;2018.7;2021.6
_D8S0639,2018.6;2018.7
_D8S0657,2018.6;2018.7
_D8S0685,2018.6;2018.7
_D8S0697,2018.1;2019.1;2024.5
_D8S0707,2018.6;2018.7
_D8S0734,2018.6;2018.7;2020
_D8S0742,2018.6;2018.7
_D8S0743,2019.1;2021.7
_D8S0748,2019.1;2021.7
_D8S0749,2018.6;2018.7
_D8S0764,2018.3;2019.1
_D8S0791,2020;2024.7
_D8S0804,2018.6;2018.7
_D8S0805,2024.5;2024.7
_D8S0810,2020;2024.5
_D8S0811,2018.6;2018.7
_D8S0813,2018.6;2018.7
_D8S0824,2018.6;2018.7
_D8S0829,2018.3;2024.7
_D8S0835,2024.5;2024.7
_D8S0836,2020;2024.7
_D8S0862,2021.7;2024.7
_D8S0871,2018.6;2018.7
_D8S0904,2018.6;2018.7
_D8S0918,2018.6;2018.7
_D8S0928,2018.6;2018.7
_D8S0930,2018.6;2018.7
_D8S0932,2024.5;2024.7
_D8S0939,2018.6;2018.7
_D8S0943,2018.6;2018.7
_D8S0945,2018.6;2018.7
_D8S0948,2018.6;2018.7
_D8S0950,2018.6;2018.7
_D8S0959,2018.6;2018.7
_D8S0964,2018.6;2018.7
_D8S0969,2018.6;2018.7
_D8S0973,2018.6;2018.7
_D8S0975,2021.7;2024.7
_D8S0979,2020;2024.7
_D8S0982,2018.6;2018.7;2021.7
_D8S0990,2018.6;2018.7
_D8S0997,2018.6;2018.7
_D8S1000,2018.6;2018.7
_D8S1005,2018.6;2018.7
_D8S1012,2018.6;2018.7
_D8S1014,2020;2024.8
_D8S1016,2018.6;2018.7
_D8S1023,2018.6;2018.7
_D8S1027,2018.6;2018.7;2024.8
_D8S1042,2018.6;2018.7
_D8S1050,2018.6;2018.7
_D8S1060,2018.6;2018.7
_D8S1063,2021.7;2024.5
_D8S1065,2018.6;2018.7
_D8S1081,2021.7;2024.8
_D8S1086,2018.6;2018.7
_D8S1088,2018.6;2018.7
_D8S1099,2021.7;2024.5
_D8S1104,2018.4;2024.5
_D8S1106,2021.7;2024.5
_D8S1133,2021.7;2024.5
_D8S1151,2021.7;2024.8
_D8S1153,2018.1;2018.4
_D8S1156,2020;2024.5
_D8S1157,2021.7;2024.8
_D8S1162,2018.6;2018.7
_D8S1164,2018.1;2021.7
_D8S1167,2018.4;2024.8
_D8S1177,2020;2021.7
_D8S1183,2018.6;2018.7
_D8S1188,2018.6;2018.7
_D8S1222,2018.6;2018.7
_D8S1227,2021.7;2024.5
_D8S1229,2018.6;2018.7
_D8S1233,2018.4;2020
_D8S1250,2018.6;2018.7;2021.7
_D8S1287,2018.4;2022
_D8S1293,2020;2024.5
_D8S1296,2024.5;2024.8
_D8S1304,2018.6;2018.7;2024.8
_D8S1321,2024.6;2024.7
_D8S1325,2018.6;2018.7
_D8S1333,2018.4;2018.6;2018.7
_D8S1343,2024.6;2024.7
_D8S1347,2022;2024.6;2024.7
_D8S1360,2024.6;2024.7
_D8S1360-Enhanced-NR,2024.6;2024.7
_D8S1369,2024.6;2024.7;2024.8
_D8S1371,2018.6;2018.7
_D8S1380,2024.6;2024.7
_D8S1383,2024.6;2024.7
_D8S1386,2018.6;2018.7
_D8S1388,2024.6;2024.7
_D8S1392,2022;2024.8
_D8S1397,2018.6;2018.7
_D8S1404,2018.6;2018.7
_D8S1430,2018.6;2018.7;2020
_D8S1435,2018.6;2018.7
_D8S1451,2024.6;2024.7
_D8S1463,2024.6;2024.7
_D8S1464,2024.6;2024.7
_D8S1469,2024.6;2024.7
_D8S1470,2024.6;2024.7
_D8S1474,2024.6;2024.7;2024.8
_D8S1477,2018.6;2018.7
_D8S1478,2024.6;2024.7
_D8S1510,2018.6;2018.7
_D8S1512,2024.5;2024.8
_D8S1518,2022;2024.6;2024.7
_D8S1535,2020;2022
_D8S1554,2024.5;2024.6;2024.7
_D8S1558,2024.6;2024.7
_D8S1565,2018.6;2018.7
_D8S1566,2022;2024.6;2024.7
_D8S1573,2018.6;2018.7
_D8S1586,2024.6;2024.7
_D8S1587,2024.6;2024.7
_D8S1592,2018.2;2022
_D8S1594,2022;2024.8
_D8S1596,2018.6;2018.7
_D8S1602,2018.6;2018.7
_D8S1608,2018.6;2018.7
_D8S1610,2018.4;2024.5
_D8S1613,2024.6;2024.7
_D8S1614,2018.4;2022
_D8S1617,2018.6;2018.7
_D8S1622,2024.6;2024.7
_D8S1622-2,2024.6;2024.7
_D8S1622-3,2024.6;2024.7
_D8S1634,2024.6;2024.7
_D8S1647,2018.4;2024.6;2024.7
_D8S1655,2018.4;2020
_D8S1659,2018.6;2018.7
_D8S1678,2018.4;2018.6;2018.7
_D8S1683,2024.6;2024.7
_D8S1698,2018.6;2018.7
_D8S1711,2018.6;2018.7
_D8S1733,2022;2024.6;2024.7
_D8S1739,2024.6;2024.7;2024.8
_D8S1787,2018.6;2018.7
_D8S1799,2018.6;2018.7
_D8S1802,2018.4;2024.8
_D8S1807,2024.5;2024.8
_D8S1828,2020;2022
_D8S1830,2020;2022
_D8S1848,2018.4;2018.6;2018.7
_D8S1875,2018.4;2018.6;2018.7
_D8S1881,2018.1;2024.5
_D8S1882,2018.4;2020
_D8S1886,2018.4;2020
_D8S1888,2018.2;2018.4;2020
_D8S1914,2018.4;2024.5
_D8S1946,2018.6;2018.7
_D8S1950,2018.6;2018.7
_D8S1955,2018.6;2018.7;2024.5;2024.8
_D8S1960,2020;2024.8
_D8S1967,2018.6;2018.7
_D8S1971,2018.6;2018.7
_D8S1984,2018.6;2018.7
_D8S1986,2018.6;2018.7
_D8S1994,2018.4;2018.6;2018.7
_D8S2002,2018.6;2018.7
_D8S2004,2018.6;2018.7
_D8S2006,2018.2;2020
_D8S2017,2018.6;2018.7
_D8S2023,2018.6;2018.7
_D8S2046,2018.6;2018.7
_D8S2053,2018.6;2018.7
_D8S2086,2018.4;2024.8
_D8S2097,2018.6;2018.7
_D8S2103,2018.6;2018.7;2020
_D8S2116,2018.6;2018.7
_D8S2143,2019.1;2024.8
