stem,folders
_D8S5479,2019.2;2019.3;2021.2
_D8S5484,2018.6;2018.7;2021.2
_D8S5494,2019.2;2019.3
_D8S5505,2021.2;2024.5
_D8S5511,2021.2;2024.6
_D8S5512,2018.6;2018.7;2021.2
_D8S5521,2018.5;2021.2;2024.6
_D8S5522,2018.5;2021.2;2024.6
_D8S5523,2018.5;2018.6;2018.7
_D8S5525,2018.5;2021.2
_D8S5526,2021.2;2024.5
_D8S5532,2019.2;2019.3
_D8S5534,2018.5;2019.2;2019.3
_D8S5537,2019.2;2019.3
_D8S5538,2018.5;2019.2;2019.3
_D8S5549,2018.6;2018.7
_D8S5557,2018.6;2018.7;2024.6
_D8S5558,2018.6;2018.7
_D8S5559,2019.2;2019.3
_D8S5563,2018.5;2019.2;2019.3
_D8S5564,2019.2;2019.3
_D8S5574,2019.2;2019.3
_D8S5583,2019.2;2019.3;2024.7
_D8S5584,2018.6;2018.7;2024.7
_D8S5588,2018.5;2019.2;2019.3
_D8S5593,2018.5;2019.2;2019.3;2024.7
_D8S5600,2018.5;2024.5
_D8S5610,2018.5;2024.6
_D8S5612,2018.5;2024.7
_D8S5613,2018.1;2018.5
_D8S5623,2018.5;2024.7
_D8S5628,2018.6;2018.7
_D8S5630,2024.6;2024.7
_D8S5633,2018.6;2018.7
_D8S5636,2019.2;2019.3
_D8S5638,2019.2;2019.3;2024.6
_D8S5648,2018.6;2018.7
_D8S5660,2019.2;2019.3
_D8S5664,2019.2;2019.3;2024.7
_D8S5669,2018.1;2018.6;2018.7;2019.2;2019.3
_D8S5673,2019.2;2019.3
_D8S5695,2019.2;2019.3
_D8S5699,2019.2;2019.3
_D8S5701,2018.6;2018.7
_D8S5703,2018.6;2018.7;2019.2;2019.3
_D8S5704,2019.2;2019.3
_D8S5705,2019.2;2019.3
_D8S5706,2018.5;2019.2;2019.3
_D8S5709,2018.6;2018.7
_D8S5710,2018.6;2018.7
_D8S5711,2019.2;2019.3
_D8S5714,2018.6;2018.7
_D8S5715,2019.2;2019.3
_D8S5720,2019.2;2019.3
_D8S5725,2018.6;2018.7;2024.5;2024.7
_D8S5726,2019.2;2019.3
_D8S5727,2019.2;2019.3
_D8S5729,2019.2;2019.3
_D8S5737,2019.2;2019.3;2024.7
_D8S5738,2018.5;2019.2;2019.3;2024.5
_D8S5749,2019.2;2019.3
_D8S5751,2019.2;2019.3
_D8S5752,2018.6;2018.7
_D8S5767,2019.2;2019.3
_D8S5771,2018.6;2018.7
_D8S5773,2019.2;2019.3;2024.5
_D8S5784,2018.1;2019.2;2019.3
_D8S5814,2019.2;2019.3
_D8S5820,2018.6;2018.7
_D8S5821,2019.2;2019.3;2024.6
_D8S5823,2019.2;2019.3
_D8S5825,2018.5;2019.2;2019.3;2024.6
_D8S5828,2018.5;2019.2;2019.3
_D8S5833,2019.2;2019.3
_D8S5834,2018.5;2024.7
_D8S5837,2018.6;2018.7
_D8S5849,2018.6;2018.7
_D8S5851,2018.6;2018.7
_D8S5855,2019.2;2019.3
_D8S5860,2018.1;2024.5
_D8S5893,2018.1;2024.7
_D8S5899,2019.2;2019.3;2024.7
_D8S5920,2019.2;2019.3;2024.7
_D8S5924,2024.6;2024.7
_D8S5931,2018.1;2019.2;2019.3
_D8S5933,2018.5;2024.7
_D8S5935,2019.2;2019.3
_D8S5938,2019.2;2019.3
_D8S5941,2019.2;2019.3
_D8S5945,2019.2;2019.3;2024.7
_D8S5948,2018.6;2018.7;2019.2;2019.3
_D8S5950,2018.5;2024.7
_D8S5951,2018.6;2018.7;2024.5
_D8S5953,2018.5;2018.6;2018.7;2024.6
_D8S5954,2024.6;2024.7
_D8S5955,2019.2;2019.3;2024.6
_D8S5962,2019.2;2019.3;2024.5
_D8S5965,2019.2;2019.3
_D8S5968,2019.2;2019.3;2024.5;2024.7
_D8S5971,2018.5;2019.2;2019.3
_D8S5980,2018.6;2018.7
_D8S6000,2019.2;2019.3;2024.7
_D8S6011,2019.2;2019.3
_D8S6015,2018.1;2019.2;2019.3
_D8S6016,2018.6;2018.7
_D8S6018,2019.2;2019.3
_D8S6029,2019.2;2019.3
_D8S6032,2019.2;2019.3;2024.7
_D8S6035,2019.2;2019.3;2021.2
_D8S6038,2019.2;2019.3
_D8S6039,2021.2;2024.7
_D8S6040,2018.5;2024.7
_D8S6043,2019.2;2019.3
_D8S6045,2018.5;2021.2
_D8S6048,2018.5;2021.2
_D8S6051,2018.6;2018.7;2021.2
_D8S6053,2021.2;2024.7
_D8S6054,2019.2;2019.3;2021.2
_D8S6057,2019.2;2019.3
_D8S6060,2019.2;2019.3
_D8S6069,2021.2;2024.7
_D8S6078,2018.6;2018.7;2024.7
_D8S6079,2019.2;2019.3
_D8S6080,2019.2;2019.3
_D8S6083,2019.2;2019.3
_D8S6094,2021.2;2024.6
_D8S6099,2018.6;2018.7
_D8S6111,2019.4;2021.2
_D8S6113,2018.6;2018.7;2021.2
_D8S6114,2021.2;2024.7
_D8S6117,2019.4;2024.6;2024.7
_D8S6118,2021.2;2024.6
_D8S6120,2019.4;2024.6
_D8S6121,2019.2;2019.4;2024.6
_D8S6124,2019.2;2019.3;2021.2
_D8S6131,2021.2;2024.5
_D8S6134,2019.2;2019.3;2021.2;2024.5
_D8S6143,2018.5;2019.4
_D8S6148,2019.2;2019.3
_D8S6149,2021.2;2024.5
_D8S6150,2019.2;2019.3;2021.2
_D8S6156,2019.4;2021.2
_D8S6168,2021.2;2024.6
_D8S6169,2019.4;2021.2
_D8S6172,2019.4;2021.2
_D8S6175,2019.2;2019.3;2021.2
_D8S6176,2019.4;2021.2
_D8S6178,2019.2;2019.3
_D8S6193,2019.4;2024.7
_D8S6196,2018.6;2018.7
_D8S6200,2021.2;2024.7
_D8S6205,2018.5;2019.4
_D8S6206,2019.4;2024.7
_D8S6209,2019.4;2021.2
_D8S6212,2019.4;2021.2
_D8S6215,2018.5;2021.2
_D8S6217,2021.2;2024.5
_D8S6226,2021.2;2024.7
_D8S6227,2018.5;2019.4;2024.6
_D8S6231,2018.6;2018.7
_D8S6238,2024.6;2024.7
_D8S6252,2018.6;2018.7
_D8S6263,2019.4;2024.7
_D8S6264,2024.5;2024.7
_D8S6272,2019.4;2024.6
_D8S6295,2024.5;2024.6;2024.7
_D8S6298,2024.5;2024.7
_D8S6303,2018.6;2018.7
_D8S6310,2019.4;2024.5
_D8S6323,2018.6;2018.7;2021.2
_D8S6330,2018.6;2018.7;2021.2;2024.7
_D8S6333,2021.2;2024.5
_D8S6338,2021.2;2024.5
_D8S6343,2018.6;2018.7;2024.7
_D8S6364,2018.6;2018.7
_D8S6409,2019.4;2024.7
_D8S6445,2019.4;2021.2;2024.7
_D8S6465,2021.2;2024.7
_D8S6474,2018.5;2021.2
_D8S6477,2019.4;2021.2
_D8S6483,2021.2;2024.5
_D8S6490,2018.5;2024.7
_D8S6491,2018.5;2024.5
_D8S6492,2019.4;2024.5
_D8S6497,2021.2;2024.7
_D8S6500,2021.2;2024.7
_D8S6506,2018.5;2019.4
_D8S6517,2018.5;2024.5
_D8S6520,2018.5;2021.2
_D8S6544,2018.6;2018.7
_D8S6550,2018.5;2021.2;2024.6
_D8S6552,2018.5;2024.7
_D8S6553,2019.4;2024.7
_D8S6557,2018.5;2019.4
_D8S6560,2019.4;2021.2
_D8S6564,2021.2;2024.7
_D8S6574,2018.5;2021.2;2024.5;2024.7
_D8S6575,2021.2;2024.5
_D8S6579,2018.5;2021.2
_D8S6592,2018.5;2019.4;2024.7
_D8S6648,2021.2;2024.6
_D8S6650,2021.2;2024.7
_D8S6654,2018.5;2021.2
_D8S6668,2019.4;2021.2;2024.6
_D8S6671,2018.6;2018.7
_D8S6702,2019.4;2024.6
_D8S6706,2024.5;2024.7
_D8S6760,2018.6;2018.7;2024.5
_D8S6763,2018.6;2018.7
_D8S6775,2024.6;2024.7
_D8S6807,2019.4;2021.2;2024.7
_D8S6809,2018.2;2024.7
_D8S6822,2018.2;2024.6
_D8S6831,2019.4;2021.2
_D8S6835,2024.5;2024.7
_D8S6836,2018.2;2018.5;2024.7
_D8S6840,2018.5;2024.5
_D8S6841,2018.2;2018.5
_D8S6843,2018.2;2024.7
_D8S6857,2018.5;2024.7
_D8S6861,2021.2;2024.6
_D8S6872,2018.2;2024.5
_D8S6875,2021.2;2024.5
_D8S6883,2019.4;2024.7
_D8S6884,2021.2;2024.7
_D8S6887,2021.2;2024.6
_D8S6889,2021.2;2024.7
_D8S6901,2018.5;2024.6
_D8S6903,2018.5;2024.7
_D8S6919,2018.6;2018.7
_D8S6920,2024.5;2024.7
_D8S6924,2024.5;2024.7
_D8S6932,2021.2;2024.6
_D8S6936,2018.5;2024.7
_D8S6939,2018.5;2021.2
_D8S6943,2024.5;2024.7
_D8S6948,2021.2;2024.6
_D8S6950,2019.4;2021.2;2024.7
_D8S6967,2018.2;2021.2
_D8S6968,2024.5;2024.7
_D8S6969,2018.2;2021.2;2024.7
_D8S6970,2018.2;2018.6;2018.7
_D8S6973,2019.11;2021.2
_D8S6976,2018.2;2021.2
_D8S6977,2018.2;2024.7
_D8S6984,2018.5;2018.6;2018.7;2021.2
_D8S6985,2018.5;2021.2
_D8S6988,2021.2;2024.5
_D8S6998,2018.5;2024.7
_D8S7003,2021.2;2024.7
_D8S7004,2021.2;2024.7
_D8S7007,2019.11;2021.2;2024.7
_D8S7008,2018.6;2018.7;2024.7
_D8S7015,2019.11;2021.2;2024.6
_D8S7020,2021.2;2024.7
_D8S7021,2021.2;2024.7
_D8S7027,2019.11;2021.2
_D8S7031,2018.6;2018.7
_D8S7032,2018.5;2021.2
_D8S7034,2018.5;2021.2;2024.7
_D8S7042,2018.5;2024.5;2024.7
_D8S7055,2024.5;2024.7
_D8S7065,2018.5;2021.2
_D8S7066,2021.2;2024.7
_D8S7067,2018.6;2018.7;2019.4
_D8S7074,2019.4;2021.2
_D8S7075,2018.5;2019.4
_D8S7077,2024.5;2024.7
_D8S7079,2021.2;2024.7
_D8S7086,2021.2;2024.5
_D8S7090,2021.2;2024.5
_D8S7093,2019.4;2021.2;2024.5
_D8S7099,2018.5;2021.2;2024.6
_D8S7102,2021.2;2024.5;2024.7
_D8S7110,2021.2;2024.6
_D8S7119,2019.4;2021.2
_D8S7121,2021.2;2024.5
_D8S7123,2019.11;2021.2;2024.6
_D8S7125,2021.2;2024.6
_D8S7128,2019.4;2021.2
_D8S7130,2021.2;2024.5
_D8S7137,2021.2;2024.7
_D8S7138,2021.2;2024.5
_D8S7139,2019.4;2024.5;2024.7
_D8S7140,2018.5;2021.2
_D8S7146,2021.2;2024.5;2024.6
_D8S7148,2021.2;2024.7
_D8S7152,2021.2;2024.7
_D8S7153,2019.11;2021.2
_D8S7158,2018.5;2019.11;2021.2
_D8S7160,2018.6;2018.7;2019.4
_D8S7166,2021.2;2024.5
_D8S7170,2018.1;2021.2
_D8S7195,2021.2;2024.5
_D8S7210,2018.3;2018.6;2018.7
_D8S7249,2019.11;2021.2
_D8S7259,2019.11;2024.5
_D8S7260,2019.11;2021.2
_D8S7261,2021.2;2024.6
_D8S7274,2021.2;2024.5
_D8S7277,2018.3;2024.5
_D8S7332,2024.5;2024.6
_D8S7339,2021.2;2024.5
_D8S7356,2018.6;2018.7;2024.5
_D8S7360,2024.6;2024.7
_D8S7364,2024.6;2024.7
_D8S7373,2018.6;2018.7;2021.2
_D8S7392,2018.3;2024.5
_D8S7401,2024.5;2024.6
_D8S7404,2021.2;2024.5
_D8S7419,2024.5;2024.6
_D8S7454,2024.5;2024.7
_D8S7457,2019.4;2024.5
_D8S7461,2019.4;2024.5
_D8S7488,2018.5;2021.2
_D8S7508,2024.5;2024.7
_D8S7517,2018.3;2024.7
_D8S7518,2019.4;2024.5
_D8S7531,2018.6;2018.7
_D8S7539,2018.3;2019.4
_D8S7546,2018.3;2018.5;2019.4
_D8S7562,2018.6;2018.7;2019.4;2024.7
_D8S7564,2018.6;2018.7;2019.4
_D8S7574,2018.6;2018.7
_D8S7581,2018.6;2018.7
_D8S7582,2018.6;2018.7
_D8S7590,2018.6;2018.7
_D8S7592,2018.6;2018.7
_D8S7602,2018.6;2018.7
_D8S7608,2018.5;2021.2
_D8S7614,2018.5;2018.6;2018.7;2021.2
_D8S7618,2018.5;2019.4;2024.5
_D8S7621,2018.6;2018.7
_D8S7631,2018.5;2024.7
_D8S7632,2018.5;2019.4
_D8S7640,2018.5;2021.2
_D8S7641,2018.5;2021.2
_D8S7644,2018.6;2018.7;2019.4;2021.2
_D8S7647,2019.4;2024.7
_D8S7653,2018.6;2018.7;2019.4
_D8S7659,2018.6;2018.7
_D8S7661,2018.6;2018.7
_D8S7662,2018.5;2021.2
_D8S7667,2018.5;2018.6;2018.7
_D8S7669,2018.6;2018.7
_D8S7670,2018.5;2019.4;2024.6
_D8S7672,2018.5;2019.4;2024.7
_D8S7688,2019.4;2024.6
_D8S7694,2018.5;2024.5
_D8S7703,2018.6;2018.7;2024.6
_D8S7704,2024.6;2024.7
_D8S7707,2018.6;2018.7
_D8S7709,2024.5;2024.7
_D8S7710,2018.6;2018.7
_D8S7719,2018.6;2018.7;2019.4
_D8S7721,2018.6;2018.7
_D8S7732,2018.5;2019.12;2024.6
_D8S7735,2018.5;2024.7
_D8S7750,2018.5;2018.6;2018.7
_D8S7758,2019.5;2024.7
_D8S7759,2018.5;2021.2
_D8S7761,2018.3;2018.6;2018.7;2021.2
_D8S7763,2018.5;2019.5
_D8S7778,2021.2;2024.6
_D8S7779,2018.1;2019.12
_D8S7780,2018.1;2024.5;2024.7
_D8S7782,2018.1;2019.5
_D8S7785,2018.5;2019.5
_D8S7792,2019.12;2021.2
_D8S7793,2018.5;2019.5
_D8S7796,2018.5;2021.2
_D8S7820,2018.5;2019.5
_D8S7838,2018.5;2019.5
_D8S7849,2018.5;2021.2
_D8S7851,2018.1;2019.5
_D8S7860,2021.2;2024.6
_D8S7861,2018.6;2018.7;2024.6
_D8S7863,2018.6;2018.7
_D8S7874,2019.5;2021.2
_D8S7880,2018.1;2021.2
_D8S7915,2019.5;2024.5
_D8S7918,2019.5;2024.5
_D8S7935,2018.6;2018.7
_D8S7939,2018.1;2024.5
_D8S7954,2019.5;2024.7
_D8S7958,2018.3;2019.5
_D8S7961,2018.3;2024.7
_D8S7962,2021.2;2024.5
_D8S7964,2021.2;2024.5
_D8S7992,2018.1;2024.7
_D8S8007,2019.5;2024.5
_D8S8014,2019.5;2024.7
_D8S8018,2024.5;2024.7
_D8S8034,2021.2;2024.7
_D8S8040,2021.2;2024.7
_D8S8057,2018.6;2018.7
_D8S8058,2018.6;2018.7;2021.2
_D8S8059,2018.3;2018.6;2018.7
_D8S8065,2018.6;2018.7;2019.12;2024.5;2024.7
_D8S8085,2019.12;2024.6
_D8S8098,2018.1;2018.3;2024.7
_D8S8100,2018.1;2019.12
_D8S8102,2019.5;2024.7
_D8S8111,2019.12;2021.2
_D8S8112,2019.12;2021.2
_D8S8120,2019.5;2024.5
_D8S8123,2018.3;2021.2
_D8S8124,2024.5;2024.6
_D8S8126,2018.3;2021.2
_D8S8132,2021.2;2024.7
_D8S8137,2018.3;2019.5;2024.7
_D8S8144,2024.5;2024.7
_D8S8145,2018.3;2019.12
_D8S8146,2021.2;2024.7
_D8S8148,2019.5;2021.2
_D8S8153,2021.2;2024.7
_D8S8161,2019.12;2024.5
_D8S8164,2018.3;2024.6
_D8S8165,2018.3;2021.2
_D8S8168,2019.12;2024.6
_D8S8172,2019.5;2021.2;2024.7
_D8S8176,2019.5;2021.2
_D8S8177,2019.5;2021.2;2024.5
_D8S8180,2019.5;2021.2;2024.5
_D8S8181,2021.2;2024.7
_D8S8196,2021.2;2024.6
_D8S8215,2018.6;2018.7;2019.5;2021.2;2024.6
_D8S8216,2021.2;2024.5
_D8S8217,2018.6;2018.7;2021.2
_D8S8219,2018.3;2018.6;2018.7;2021.2
_D8S8224,2018.6;2018.7
_D8S8227,2019.5;2024.5;2024.7
_D8S8230,2018.3;2019.12
_D8S8233,2018.6;2018.7;2019.5
_D8S8239,2018.6;2018.7
_D8S8241,2024.6;2024.7
_D8S8244,2019.12;2024.6
_D8S8245,2018.3;2024.6;2024.7
_D8S8253,2019.5;2024.7
_D8S8255,2018.6;2018.7
_D8S8259,2019.5;2024.6
_D8S8265,2018.6;2018.7
_D8S8266,2019.5;2021.3;2024.5
_D8S8267,2018.1;2024.5
_D8S8275,2024.5;2024.6
_D8S8290,2018.6;2018.7;2024.6
_D8S8298,2021.3;2024.5
_D8S8301,2018.1;2019.12
_D8S8303,2018.6;2018.7;2019.12
_D8S8311,2019.12;2024.7
_D8S8312,2019.12;2021.3
_D8S8313,2019.12;2024.7
_D8S8314,2019.12;2021.3
_D8S8320,2018.6;2018.7
_D8S8323,2018.6;2018.7;2024.7
_D8S8329,2018.1;2021.3;2024.7
_D8S8333,2018.6;2018.7
_D8S8342,2018.1;2019.12
_D8S8351,2019.5;2024.7
_D8S8353,2018.6;2018.7
_D8S8354,2018.1;2019.5
_D8S8359,2018.1;2024.5
_D8S8374,2019.12;2024.7
_D8S8393,2018.1;2024.6
_D8S8407,2019.12;2024.6
_D8S8446,2024.5;2024.6
_D8S8487,2018.3;2019.5
_D8S8499,2018.1;2019.5;2024.6
_D8S8508,2019.5;2024.5
_D8S8518,2024.5;2024.6
_D8S8601,2019.5;2024.5
_D8S8609,2019.5;2024.6
_D8S8613,2018.3;2024.5
_D8S8619,2019.12;2024.7
_D8S8680,2018.1;2018.3;2019.5
_D8S8686,2018.3;2019.12
_D8S8689,2018.3;2019.5
_D8S8690,2018.3;2024.7
_D8S8695,2018.3;2024.5;2024.7
_D8S8709,2018.3;2024.6
_D8S8711,2018.3;2024.6
_D8S8714,2018.3;2024.6
_D8S8722,2018.3;2019.12
_D8S8727,2018.3;2024.6
_D8S8729,2018.3;2019.12
_D8S8732,2018.3;2019.12
_D8S8769,2018.3;2021.6
_D8S8775,2019.12;2021.6
_D8S8782,2019.5;2024.5
_D8S8783,2018.3;2019.12
_D8S8803,2018.3;2019.5
_D8S8816,2018.1;2024.7
_D8S8826,2019.5;2024.7
_D8S8828,2024.5;2024.7
_D8S8838,2018.1;2018.3
_D8S8845,2018.1;2019.5
_D8S8886,2018.3;2019.5
_D8S8889,2018.3;2019.5
_D8S8916,2018.3;2019.5;2024.5
_D8S8919,2018.3;2024.6
_D8S8923,2018.3;2024.7
_D8S8935,2018.3;2024.5;2024.7
_D8S8947,2018.3;2021.6
_D8S8950,2024.6;2024.7
_D8S8962,2021.6;2024.5
_D8S8963,2021.6;2024.5
_D8S8969,2021.6;2024.7
_D8S8972,2024.5;2024.6
_D8S8978,2018.3;2024.6
_D8S9006,2018.3;2019.5;2024.6
_D8S9007,2018.3;2024.5
_D8S9010,2024.5;2024.6
_D8S9043,2018.3;2024.5
_D8S9044,2018.3;2024.5
_D8S9045,2018.3;2024.7
_D8S9054,2019.5;2024.6
_D8S9077,2018.3;2024.5
_D8S9081,2018.1;2019.5;2024.7
_D8S9090,2018.3;2021.6;2024.5
_D8S9092,2018.3;2024.7
_D8S9094,2018.3;2024.5
_D8S9099,2024.5;2024.7
_D8S9108,2019.5;2024.7
_D8S9118,2018.3;2024.6
_D8S9122,2018.3;2021.6
_D8S9126,2024.6;2024.7
_D8S9130,2018.3;2024.7
_D8S9134,2018.3;2024.7
_D8S9149,2021.6;2024.5
_D8S9157,2018.3;2024.6
_D8S9158,2018.3;2024.5
_D8S9159,2024.5;2024.6
_D8S9163,2019.5;2024.5
_D8S9188,2018.3;2024.5
_D8S9190,2018.3;2019.5
_D8S9199,2018.3;2019.5
_D8S9205,2018.3;2018.6;2018.7
_D8S9214,2018.6;2018.7
_D8S9220,2018.3;2018.6;2018.7;2019.5
_D8S9226,2018.6;2018.7;2024.5
_D8S9235,2018.1;2018.6;2018.7
_D8S9248,2018.6;2018.7
_D8S9250,2018.3;2018.6;2018.7
_D8S9254,2018.6;2018.7;2024.5
_D8S9256,2018.3;2019.5
_D8S9260,2018.3;2019.5
_D8S9281,2018.3;2024.5
_D8S9285,2021.6;2024.5
_D8S9344,2019.5;2021.6
_D8S9363,2018.6;2018.7;2019.15
_D8S9382,2018.1;2019.15
_D8S9383,2019.15;2021.6;2024.5
_D8S9388,2018.6;2018.7
_D8S9392,2018.6;2018.7
_D8S9402,2019.15;2021.6
_D8S9428,2018.6;2018.7
_D8S9431,2018.6;2018.7
_D8S9435,2018.6;2018.7;2021.6
_D8S9437,2018.6;2018.7
_D8S9438,2018.6;2018.7
_D8S9451,2018.6;2018.7
_D8S9455,2019.15;2024.5
_D8S9469,2018.3;2021.6
_D8S9471,2018.6;2018.7
_D8S9474,2018.6;2018.7
_D8S9480,2018.3;2021.6
_D8S9504,2018.6;2018.7
_D8S9507,2018.6;2018.7;2024.5
_D8S9509,2018.6;2018.7;2024.5
_D8S9530,2018.6;2018.7;2021.6
_D8S9532,2018.3;2019.15
_D8S9541,2019.15;2021.6
_D8S9546,2021.6;2024.5
_D8S9548,2021.6;2024.5
_D8S9558,2018.6;2018.7
_D8S9567,2018.6;2018.7;2024.5
_D8S9568,2018.6;2018.7
_D8S9570,2018.6;2018.7
_D8S9577,2018.1;2018.6;2018.7
_D8S9580,2018.6;2018.7
_D8S9588,2018.6;2018.7;2024.5
_D8S9603,2018.3;2024.5
_D8S9605,2018.6;2018.7
_D8S9616,2018.6;2018.7
_D8S9624,2018.6;2018.7
_D8S9636,2019.15;2024.5
_D8S9662,2018.6;2018.7
_D8S9669,2018.6;2018.7
_D8S9674,2018.6;2018.7
_D8S9690,2018.6;2018.7
_D8S9694,2018.3;2024.5
_D8S9697,2018.6;2018.7
_D8S9716,2018.6;2018.7
_D8S9720,2018.6;2018.7
_D8S9732,2019.15;2024.5
_D8S9738,2018.6;2018.7
_D8S9753,2018.6;2018.7
_D8S9762,2018.6;2018.7
_D8S9785,2018.6;2018.7
_D8S9808,2018.6;2018.7
_D8S9810,2018.6;2018.7;2020
_D8S9824,2018.6;2018.7
_D8S9833,2018.6;2018.7
_D8S9851,2018.6;2018.7
_D8S9855,2018.6;2018.7
_D8S9855-2,2018.6;2018.7
_D8S9863,2018.6;2018.7
_D8S9866,2018.3;2018.6;2018.7
_D8S9871,2018.6;2018.7
_D8S9885,2018.1;2024.5
_D8S9907,2018.3;2018.6;2018.7
_D8S9911,2018.3;2024.5
_D8S9913,2018.6;2018.7
_D8S9917,2021.6;2024.5
_D8S9927,2018.1;2024.5
_D8S9940,2018.3;2024.5
_D8S9944,2021.6;2024.5
_D8S9951,2018.6;2018.7
_D8S9959,2021.6;2024.5
_D8S9967,2018.3;2018.6;2018.7;2021.6;2024.5
_D8S9969,2018.6;2018.7
_D8S9974,2018.6;2018.7
_D8S9976,2018.6;2018.7
_D8S9979,2018.6;2018.7
_D8S9980,2018.6;2018.7
_D8S9982,2018.1;2021.6
_D8S9990,2018.6;2018.7;2024.5
_D8S9998,2018.6;2018.7
_DSC0029,2018.4;2019.1
_DSC0048,2019.2;2019.3
_DSC0055,2019.2;2019.3
_DSC0065,2019.2;2019.3
_DSC0068,2019.2;2019.3
_DSC0083,2019.2;2019.3
_DSC0084,2019.2;2019.3
_DSC0091,2018.3;2019.4
_DSC0170,2018.6;2018.7
_DSC0171,2018.3;2018.6;2018.7
_DSC0178,2018.6;2018.7;2019.4
_DSC0191,2018.5;2018.6;2018.7
_DSC0193,2018.5;2019.4
_DSC0215,2018.6;2018.7
_DSC0217,2018.6;2018.7
_DSC0223,2018.5;2019.4
_DSC0235,2018.5;2019.4
_DSC0245,2018.3;2018.5
_DSC0247,2018.3;2018.5
_DSC0281,2018.3;2019.4
_DSC0301,2018.3;2018.5
_DSC0325,2018.3;2018.5
_DSC0384,2018.3;2019.4
_DSC0531,2018.5;2019.4
_DSC0739,2019.4;2019.5
_DSC0818,2018.3;2018.5
_DSC0879,2018.3;2019.5
_DSC0895,2018.5;2019.5
_DSC0924,2018.3;2018.5
_DSC0944,2018.3;2018.5
_DSC1063,2023.2;2024.1
_DSC1094,2018.5;2024.1
_DSC1114,2023.2;2024.1
_DSC1125,2018.5;2024.1
_DSC1146,2018.5;2024.1
_DSC1150,2018.5;2024.1
_DSC1174,2018.5;2024.1
_DSC1199,2018.5;2024.1
_DSC1221,2018.5;2024.1
_DSC1224,2018.5;2024.1
_DSC1238,2018.5;2024.1
_DSC1667,2018.3;2018.5
_DSC1729,2018.3;2018.7
_DSC1741,2018.5;2018.7
_DSC1765,2018.5;2018.7
_DSC1789,2018.5;2018.7
_DSC1825,2018.5;2018.7
_DSC1848,2018.5;2018.7
_DSC1859,2018.5;2018.7
_DSC1888,2018.5;2018.7
_DSC1907,2018.5;2018.7
_DSC1961,2018.3;2018.7
_DSC1970,2018.5;2018.7
_DSC2022,2018.3;2018.7
_DSC2230,2018.3;2018.5
_DSC2770,2018.3;2018.5
_DSC3090,2018.1;2018.3;2018.5
_DSC3139,2018.1;2018.3
_DSC3260,2018.3;2018.5
_DSC3436,2018.1;2018.5
_DSC3811,2018.6;2018.7
_DSC3815,2018.6;2018.7
_DSC4344,2018.6;2018.7
_DSC4347,2018.6;2018.7
_DSC4353,2018.6;2018.7
_DSC4488,2018.6;2018.7
_DSC4501,2018.6;2018.7
_DSC4506,2018.6;2018.7
_DSC4507,2018.6;2018.7
_DSC4514,2018.6;2018.7
_DSC4563,2018.6;2018.7
_DSC4569,2018.6;2018.7
_DSC4591,2018.6;2018.7
_DSC4595,2018.6;2018.7
_DSC4599,2018.6;2018.7
_DSC4604,2018.6;2018.7
_DSC4605,2018.6;2018.7
_DSC4609,2018.6;2018.7
_DSC4617,2018.6;2018.7
_DSC4661,2018.6;2018.7
_DSC4665,2018.6;2018.7
_DSC4669,2018.6;2018.7
_DSC4672,2018.6;2018.7
_DSC4680,2018.6;2018.7
_DSC4683,2018.6;2018.7
_DSC4687,2018.6;2018.7
_DSC4695,2018.6;2018.7
_DSC4705,2018.6;2018.7
_DSC4706,2018.6;2018.7
_DSC4737,2018.6;2018.7
_DSC4753,2018.6;2018.7
_DSC4759,2018.6;2018.7
_DSC4765,2018.6;2018.7
_DSC4783,2018.6;2018.7
_DSC4783-2,2018.6;2018.7
_DSC4793,2018.6;2018.7
_DSC4795,2018.6;2018.7
_DSC4798,2018.6;2018.7
_DSC4799,2018.6;2018.7
_DSC4801,2018.6;2018.7
_DSC4808,2018.6;2018.7
_DSC4809,2018.6;2018.7
_DSC4813,2018.6;2018.7
_DSC4820,2018.6;2018.7
_DSC4825,2018.6;2018.7
_DSC4828,2018.6;2018.7
_DSC4845,2018.6;2018.7
_DSC4850,2018.6;2018.7
_DSC4896,2018.6;2018.7
_DSC4909,2018.6;2018.7
_DSC4946,2018.6;2018.7
_DSC4974,2018.6;2018.7
_DSC5001,2018.6;2018.7
_DSC5017,2018.6;2018.7
_DSC5030,2018.6;2018.7
_DSC5044,2018.6;2018.7
_DSC5052,2018.6;2018.7
_DSC5065,2018.6;2018.7
_DSC5066,2018.6;2018.7
_DSC5070,2018.6;2018.7
_DSC5074,2018.6;2018.7
_DSC5084,2018.6;2018.7
_DSC5085,2018.6;2018.7
_DSC5089,2018.6;2018.7
_DSC5092,2018.6;2018.7
_DSC5097,2018.6;2018.7
_DSC5112,2018.6;2018.7
_DSC5113,2018.6;2018.7
_DSC5125,2018.6;2018.7
_DSC5134,2018.6;2018.7
_DSC5170,2018.6;2018.7
_DSC5208,2018.6;2018.7
_DSC5265,2018.6;2018.7
_DSC5279,2018.6;2018.7
_DSC5316,2018.6;2018.7
_DSC5421,2018.6;2018.7
_DSC5427,2018.6;2018.7
_DSC5449,2018.6;2018.7
_DSC5469,2018.6;2018.7
_DSC5472,2018.6;2018.7
_DSC5501,2018.6;2018.7
_DSC5504,2018.6;2018.7
